region,date,week_day,retail and recreation,grocery and pharmacy,parks,transit_stations,workplaces,residential,mese,holidays,daily_vax,tot_vax,news_score,active_cases,new_cases,tot_deaths,new_deaths,tot_hospitalization,color
Abruzzo,25/04/2020,6,-94,-94,-84,-88,-74,30,4,S,,0,10,2061,29,293,7,349,
Aosta,25/04/2020,6,-93,-66,-84,-81,-62,-,4,S,,0,10,313,0,130,1,89,
Apulia,25/04/2020,6,-94,-93,-86,-89,-75,30,4,S,,0,10,2919,31,391,8,517,
Basilicata,25/04/2020,6,-92,-92,-73,-85,-70,28,4,S,,0,10,218,1,25,1,65,
Calabria,25/04/2020,6,-94,-91,-83,-87,-72,28,4,S,,0,10,811,9,80,0,132,
Campania,25/04/2020,6,-90,-68,-85,-84,-69,27,4,S,,0,10,2935,17,341,5,598,
Emilia-Romagna,25/04/2020,6,-95,-94,-84,-85,-75,30,4,S,,0,10,12347,239,3347,44,2964,
Friuli-Venezia Giulia,25/04/2020,6,-93,-93,-76,-78,-70,28,4,S,,0,10,1084,21,263,5,137,
Italia,25/04/2020,6,-93,-86,-83,-83,-72,28,4,S,,,10,105847,2357,26384,415,23635,
Lazio,25/04/2020,6,-94,-92,-83,-84,-73,28,4,S,,0,10,4561,92,387,3,1604,
Liguria,25/04/2020,6,-90,-70,-86,-80,-62,27,4,S,,0,10,3433,128,1093,17,842,
Lombardy,25/04/2020,6,-92,-69,-82,-84,-71,28,4,S,,0,10,34473,713,13269,163,9213,
Marche,25/04/2020,6,-95,-95,-87,-84,-77,33,4,S,,0,10,3272,30,874,9,747,
Molise,25/04/2020,6,-93,-91,-83,-80,-72,29,4,S,,0,10,198,5,21,1,20,
Piedmont,25/04/2020,6,-95,-95,-84,-84,-72,29,4,S,,0,10,15502,604,2767,68,3175,
Sardinia,25/04/2020,6,-94,-94,-83,-82,-69,27,4,S,,0,10,794,14,103,1,114,
Sicily,25/04/2020,6,-95,-94,-86,-86,-74,28,4,S,,0,10,2272,39,224,6,485,
Trentino-South Tyrol,25/04/2020,6,-91,-90,-78,-79,-65,24,4,S,,0,10,2779,82,665,13,384,
Tuscany,25/04/2020,6,-94,-94,-83,-81,-74,30,4,S,,0,10,6146,138,760,18,853,
Umbria,25/04/2020,6,-95,-94,-77,-79,-72,30,4,S,,0,10,297,3,63,1,113,
Veneto,25/04/2020,6,-93,-94,-81,-84,-73,29,4,S,,0,10,9432,162,1288,44,1234,
Abruzzo,26/04/2020,7,-93,-90,-84,-87,-55,23,4,N,,0,-10,2068,27,295,2,348,
Aosta,26/04/2020,7,-95,-83,-88,-84,-59,-,4,N,,0,-10,254,6,131,1,89,
Apulia,26/04/2020,7,-92,-87,-82,-85,-56,23,4,N,,0,-10,2937,36,399,8,512,
Basilicata,26/04/2020,7,-89,-84,-72,-80,-49,19,4,N,,0,-10,219,5,25,0,64,
Calabria,26/04/2020,7,-92,-80,-81,-86,-51,20,4,N,,0,-10,797,1,80,0,126,
Campania,26/04/2020,7,-95,-91,-89,-87,-62,23,4,N,,0,-10,2924,32,345,4,581,
Emilia-Romagna,26/04/2020,7,-91,-57,-83,-83,-51,22,4,N,,0,-10,12341,241,3386,39,2940,
Friuli-Venezia Giulia,26/04/2020,7,-92,-91,-79,-74,-49,22,4,N,,0,-10,1248,14,264,1,142,
Italia,26/04/2020,7,-92,-74,-85,-81,-54,22,4,N,,,-10,106103,2324,26644,260,23381,
Lazio,26/04/2020,7,-89,-57,-84,-81,-51,22,4,N,,0,-10,4573,85,389,2,1603,
Liguria,26/04/2020,7,-90,-67,-88,-79,-51,21,4,N,,0,-10,3480,187,1114,21,830,
Lombardy,26/04/2020,7,-94,-74,-86,-85,-57,23,4,N,,0,-10,35166,920,13325,56,9187,
Marche,26/04/2020,7,-92,-69,-88,-79,-53,24,4,N,,0,-10,3308,53,879,5,726,
Molise,26/04/2020,7,-90,-,-77,-73,-49,20,4,N,,0,-10,200,4,21,0,21,
Piedmont,26/04/2020,7,-92,-65,-87,-81,-50,22,4,N,,0,-10,15519,394,2823,56,3080,
Sardinia,26/04/2020,7,-93,-92,-85,-80,-49,21,4,N,,0,-10,783,9,109,6,115,
Sicily,26/04/2020,7,-94,-92,-88,-86,-60,23,4,N,,0,-10,2107,35,228,4,478,
Trentino-South Tyrol,26/04/2020,7,-90,-88,-79,-78,-56,21,4,N,,0,-10,2676,61,674,9,375,
Tuscany,26/04/2020,7,-90,-61,-86,-78,-48,22,4,N,,0,-10,6069,132,778,18,835,
Umbria,26/04/2020,7,-94,-91,-80,-75,-50,23,4,N,,0,-10,296,2,64,1,108,
Veneto,26/04/2020,7,-91,-92,-83,-82,-51,23,4,N,,0,-10,9138,80,1315,27,1221,
Abruzzo,27/04/2020,1,-69,-31,-70,-73,-56,25,4,N,,0,0,2030,15,299,4,351,
Aosta,27/04/2020,1,-81,-41,-70,-66,-57,26,4,N,,0,0,235,5,133,2,93,
Apulia,27/04/2020,1,-69,-32,-66,-76,-55,23,4,N,,0,0,2912,10,405,6,500,
Basilicata,27/04/2020,1,-69,-31,-56,-67,-54,22,4,N,,0,0,217,0,25,0,64,
Calabria,27/04/2020,1,-73,-37,-62,-75,-56,22,4,N,,0,0,782,7,83,3,120,
Campania,27/04/2020,1,-74,-36,-71,-74,-59,25,4,N,,0,0,2877,18,352,7,578,
Emilia-Romagna,27/04/2020,1,-71,-31,-66,-69,-52,26,4,N,,0,0,12225,212,3431,45,2887,
Friuli-Venezia Giulia,27/04/2020,1,-69,-22,-38,-60,-50,24,4,N,,0,0,1258,60,271,7,143,
Italia,27/04/2020,1,-72,-34,-68,-72,-57,26,4,N,,,0,105813,1739,26977,333,22309,
Lazio,27/04/2020,1,-72,-32,-75,-76,-63,29,4,N,,0,0,4562,83,397,8,1607,
Liguria,27/04/2020,1,-69,-36,-61,-66,-55,25,4,N,,0,0,3580,154,1128,14,837,
Lombardy,27/04/2020,1,-78,-42,-72,-79,-61,30,4,N,,0,0,35441,590,13449,124,8205,
Marche,27/04/2020,1,-71,-36,-70,-66,-56,27,4,N,,0,0,3310,16,884,5,725,
Molise,27/04/2020,1,-67,-38,-66,-60,-54,23,4,N,,0,0,200,0,21,0,21,
Piedmont,27/04/2020,1,-74,-38,-72,-74,-59,28,4,N,,0,0,15508,278,2878,55,3044,
Sardinia,27/04/2020,1,-72,-33,-67,-67,-54,22,4,N,,0,0,776,3,109,0,116,
Sicily,27/04/2020,1,-71,-34,-68,-74,-57,23,4,N,,0,0,2123,30,231,3,475,
Trentino-South Tyrol,27/04/2020,1,-73,-33,-74,-69,-53,24,4,N,,0,0,2647,116,677,3,390,
Tuscany,27/04/2020,1,-70,-31,-70,-68,-55,27,4,N,,0,0,5983,32,795,17,825,
Umbria,27/04/2020,1,-70,-30,-58,-62,-50,25,4,N,,0,0,287,2,65,1,106,
Veneto,27/04/2020,1,-69,-22,-62,-70,-50,24,4,N,,0,0,8860,108,1344,29,1222,
Abruzzo,28/04/2020,2,-73,-39,-69,-74,-57,24,4,N,,0,0,1990,25,310,11,333,
Aosta,28/04/2020,2,-84,-44,-72,-71,-58,26,4,N,,0,0,209,8,135,2,86,
Apulia,28/04/2020,2,-72,-36,-66,-75,-56,22,4,N,,0,0,2919,22,407,2,499,
Basilicata,28/04/2020,2,-71,-38,-51,-67,-55,21,4,N,,0,0,205,0,25,0,63,
Calabria,28/04/2020,2,-76,-42,-64,-74,-57,21,4,N,,0,0,764,1,85,2,119,
Campania,28/04/2020,2,-76,-38,-73,-74,-60,25,4,N,,0,0,2802,31,358,6,577,
Emilia-Romagna,28/04/2020,2,-75,-36,-70,-71,-54,27,4,N,,0,0,12003,252,3472,41,2802,
Friuli-Venezia Giulia,28/04/2020,2,-72,-28,-50,-60,-51,25,4,N,,0,0,1239,18,278,7,149,
Italia,28/04/2020,2,-75,-39,-71,-74,-58,26,4,N,,,0,105205,2091,27359,382,21586,
Lazio,28/04/2020,2,-76,-37,-78,-78,-64,29,4,N,,0,0,4562,75,414,17,1600,
Liguria,28/04/2020,2,-75,-44,-69,-70,-58,26,4,N,,0,0,3571,130,1141,13,799,
Lombardy,28/04/2020,2,-80,-46,-71,-80,-62,30,4,N,,0,0,35744,869,13575,126,7935,
Marche,28/04/2020,2,-74,-41,-71,-68,-57,27,4,N,,0,0,3334,48,893,9,724,
Molise,28/04/2020,2,-69,-42,-64,-63,-55,21,4,N,,0,0,195,1,21,0,19,
Piedmont,28/04/2020,2,-78,-44,-75,-76,-60,29,4,N,,0,0,15506,352,2936,58,2903,
Sardinia,28/04/2020,2,-75,-38,-65,-68,-54,21,4,N,,0,0,772,2,109,0,114,
Sicily,28/04/2020,2,-74,-39,-67,-73,-57,22,4,N,,0,0,2143,35,232,1,462,
Trentino-South Tyrol,28/04/2020,2,-75,-39,-74,-69,-53,24,4,N,,0,0,2475,32,684,7,355,
Tuscany,28/04/2020,2,-76,-39,-76,-71,-58,28,4,N,,0,0,5896,52,811,16,763,
Umbria,28/04/2020,2,-75,-38,-64,-65,-52,26,4,N,,0,0,275,9,65,0,97,
Veneto,28/04/2020,2,-72,-31,-61,-70,-50,25,4,N,,0,0,8601,129,1408,64,1187,
Abruzzo,29/04/2020,3,-73,-37,-70,-73,-56,25,4,N,,0,0,1976,24,315,5,328,
Aosta,29/04/2020,3,-83,-43,-67,-63,-56,26,4,N,,0,0,135,5,137,2,83,
Apulia,29/04/2020,3,-71,-34,-64,-75,-55,23,4,N,,0,0,2927,49,410,3,496,
Basilicata,29/04/2020,3,-71,-35,-54,-65,-54,22,4,N,,0,0,194,0,25,0,55,
Calabria,29/04/2020,3,-77,-40,-68,-75,-57,23,4,N,,0,0,753,5,86,1,113,
Campania,29/04/2020,3,-76,-37,-71,-72,-59,26,4,N,,0,0,2782,30,359,1,549,
Emilia-Romagna,29/04/2020,3,-74,-33,-67,-70,-53,28,4,N,,0,0,11862,263,3512,40,2753,
Friuli-Venezia Giulia,29/04/2020,3,-74,-29,-59,-64,-50,27,4,N,,0,0,1227,15,285,7,146,
Italia,29/04/2020,3,-75,-36,-68,-72,-57,27,4,N,,,0,104657,2086,27682,323,21005,
Lazio,29/04/2020,3,-76,-34,-76,-77,-63,30,4,N,,0,0,4535,78,431,17,1575,
Liguria,29/04/2020,3,-69,-32,-55,-64,-55,25,4,N,,0,0,3576,117,1152,11,767,
Lombardy,29/04/2020,3,-80,-42,-70,-79,-61,31,4,N,,0,0,36122,786,13679,104,7754,
Marche,29/04/2020,3,-73,-36,-72,-65,-56,28,4,N,,0,0,3347,35,899,6,692,
Molise,29/04/2020,3,-70,-38,-67,-62,-55,24,4,N,,0,0,193,0,21,0,18,
Piedmont,29/04/2020,3,-75,-36,-65,-71,-58,28,4,N,,0,0,15521,411,3003,67,2839,
Sardinia,29/04/2020,3,-75,-39,-64,-66,-53,22,4,N,,0,0,761,5,116,7,104,
Sicily,29/04/2020,3,-74,-35,-70,-73,-58,24,4,N,,0,0,2145,20,232,0,449,
Trentino-South Tyrol,29/04/2020,3,-75,-39,-72,-68,-53,25,4,N,,0,0,2308,53,690,6,320,
Tuscany,29/04/2020,3,-74,-35,-74,-69,-56,29,4,N,,0,0,5663,61,827,16,715,
Umbria,29/04/2020,3,-74,-36,-63,-64,-51,27,4,N,,0,0,261,12,66,1,93,
Veneto,29/04/2020,3,-72,-29,-64,-70,-50,26,4,N,,0,0,8369,117,1437,29,1156,
Abruzzo,30/04/2020,4,-68,-23,-67,-71,-55,24,4,N,,0,0,1915,7,320,5,322,
Aosta,30/04/2020,4,-82,-36,-71,-70,-58,28,4,N,,0,0,89,4,137,0,80,
Apulia,30/04/2020,4,-66,-21,-62,-72,-54,22,4,N,,0,0,2949,43,415,5,481,
Basilicata,30/04/2020,4,-66,-18,-50,-63,-54,21,4,N,,0,0,192,1,25,0,53,
Calabria,30/04/2020,4,-72,-28,-66,-73,-56,23,4,N,,0,0,740,6,86,0,111,
Campania,30/04/2020,4,-72,-22,-68,-70,-58,25,4,N,,0,0,2773,13,359,0,513,
Emilia-Romagna,30/04/2020,4,-71,-21,-67,-69,-53,27,4,N,,0,0,9563,259,3551,39,2352,
Friuli-Venezia Giulia,30/04/2020,4,-68,-10,-46,-59,-50,25,4,N,,0,0,1170,15,289,4,120,
Italia,30/04/2020,4,-71,-23,-67,-71,-57,26,4,N,,,0,101551,1872,27967,285,19843,
Lazio,30/04/2020,4,-72,-22,-74,-75,-62,29,4,N,,0,0,4468,71,441,10,1532,
Liguria,30/04/2020,4,-68,-24,-64,-66,-55,26,4,N,,0,0,3551,104,1167,15,745,
Lombardy,30/04/2020,4,-77,-34,-75,-79,-61,31,4,N,,0,0,36211,598,13772,93,7439,
Marche,30/04/2020,4,-68,-20,-66,-64,-56,28,4,N,,0,0,3210,37,906,7,513,
Molise,30/04/2020,4,-65,-27,-66,-58,-54,22,4,N,,0,0,190,1,21,0,18,
Piedmont,30/04/2020,4,-72,-26,-68,-71,-58,28,4,N,,0,0,15493,428,3066,63,2820,
Sardinia,30/04/2020,4,-72,-26,-65,-65,-53,22,4,N,,0,0,744,5,116,0,103,
Sicily,30/04/2020,4,-68,-21,-64,-70,-57,22,4,N,,0,0,2157,26,235,3,441,
Trentino-South Tyrol,30/04/2020,4,-72,-25,-71,-65,-53,25,4,N,,0,0,2172,58,693,3,318,
Tuscany,30/04/2020,4,-70,-25,-70,-67,-55,28,4,N,,0,0,5584,60,842,15,672,
Umbria,30/04/2020,4,-70,-22,-60,-60,-51,25,4,N,,0,0,233,1,67,1,84,
Veneto,30/04/2020,4,-67,-11,-59,-69,-50,25,4,N,,0,0,8147,135,1459,22,1126,
Abruzzo,01/05/2020,5,-91,-93,-69,-88,-85,38,5,S,,0,0,1911,18,324,4,313,
Aosta,01/05/2020,5,-93,-75,-81,-84,-81,-,5,S,,0,0,92,5,137,0,75,
Apulia,01/05/2020,5,-91,-92,-75,-89,-82,34,5,S,,0,0,2947,27,421,6,467,
Basilicata,01/05/2020,5,-91,-91,-64,-86,-79,32,5,S,,0,0,193,11,25,0,53,
Calabria,01/05/2020,5,-91,-83,-73,-88,-78,32,5,S,,0,0,727,4,86,0,108,
Campania,01/05/2020,5,-93,-92,-82,-88,-85,37,5,S,,0,0,2753,21,359,0,507,
Emilia-Romagna,01/05/2020,5,-94,-94,-79,-87,-88,45,5,S,,0,0,9484,208,3579,28,2309,
Friuli-Venezia Giulia,01/05/2020,5,-90,-91,-48,-76,-85,41,5,S,,0,0,1115,16,294,5,137,
Italia,01/05/2020,5,-92,-90,-74,-86,-86,41,5,S,,,0,100943,1965,28236,269,19147,
Lazio,01/05/2020,5,-94,-92,-82,-89,-88,42,5,S,,0,0,4446,56,482,41,1477,
Liguria,01/05/2020,5,-89,-87,-59,-80,-84,37,5,S,,0,0,3518,133,1184,17,734,
Lombardy,01/05/2020,5,-93,-83,-79,-89,-89,45,5,S,,0,0,36473,737,13860,88,7191,
Marche,01/05/2020,5,-93,-94,-82,-85,-88,43,5,S,,0,0,3211,28,911,5,457,
Molise,01/05/2020,5,-93,-93,-80,-81,-82,34,5,S,,0,0,190,2,21,0,18,
Piedmont,01/05/2020,5,-95,-94,-79,-88,-88,44,5,S,,0,0,15562,395,3097,31,2684,
Sardinia,01/05/2020,5,-94,-93,-76,-84,-80,33,5,S,,0,0,744,18,117,1,96,
Sicily,01/05/2020,5,-94,-93,-77,-88,-84,34,5,S,,0,0,2171,28,237,2,429,
Trentino-South Tyrol,01/05/2020,5,-88,-87,-65,-73,-84,37,5,S,,0,0,2050,26,701,8,288,
Tuscany,01/05/2020,5,-91,-91,-57,-80,-87,41,5,S,,0,0,5373,93,854,12,644,
Umbria,01/05/2020,5,-94,-94,-76,-81,-86,40,5,S,,0,0,204,1,68,1,73,
Veneto,01/05/2020,5,-89,-92,-61,-83,-87,42,5,S,,0,0,7779,138,1479,20,1087,
Abruzzo,02/05/2020,6,-76,-35,-74,-78,-53,24,5,N,,0,10,1879,16,327,3,319,
Aosta,02/05/2020,6,-89,-51,-84,-79,-55,-,5,N,,0,10,98,3,137,0,73,
Apulia,02/05/2020,6,-74,-33,-72,-75,-51,22,5,N,,0,10,2954,34,422,1,455,
Basilicata,02/05/2020,6,-75,-33,-69,-68,-52,22,5,N,,0,10,191,2,25,0,52,
Calabria,02/05/2020,6,-79,-38,-76,-78,-52,22,5,N,,0,10,713,0,88,2,104,
Campania,02/05/2020,6,-78,-29,-73,-71,-51,22,5,N,,0,10,2721,15,362,3,497,
Emilia-Romagna,02/05/2020,6,-79,-32,-76,-73,-53,25,5,N,,0,10,9323,206,3614,35,2229,
Friuli-Venezia Giulia,02/05/2020,6,-75,-27,-56,-61,-50,22,5,N,,0,10,1109,18,295,1,136,
Italia,02/05/2020,6,-78,-37,-71,-70,-52,23,5,N,,,10,100704,1900,28710,474,18896,
Lazio,02/05/2020,6,-77,-34,-77,-72,-49,23,5,N,,0,10,4452,84,497,15,1466,
Liguria,02/05/2020,6,-73,-32,-61,-61,-42,21,5,N,,0,10,3598,186,1195,11,715,
Lombardy,02/05/2020,6,-83,-45,-76,-77,-58,25,5,N,,0,10,36667,533,14189,329,7074,
Marche,02/05/2020,6,-79,-41,-81,-72,-55,28,5,N,,0,10,3205,23,916,5,445,
Molise,02/05/2020,6,-74,-38,-70,-65,-52,23,5,N,,0,10,182,1,21,0,10,
Piedmont,02/05/2020,6,-80,-40,-73,-71,-50,24,5,N,,0,10,15719,495,3126,29,2728,
Sardinia,02/05/2020,6,-79,-34,-76,-69,-50,21,5,N,,0,10,730,2,119,2,99,
Sicily,02/05/2020,6,-77,-36,-74,-73,-50,21,5,N,,0,10,2186,19,240,3,426,
Trentino-South Tyrol,02/05/2020,6,-76,-35,-63,-62,-48,19,5,N,,0,10,1985,56,704,3,280,
Tuscany,02/05/2020,6,-75,-36,-54,-63,-51,23,5,N,,0,10,5365,80,863,9,637,
Umbria,02/05/2020,6,-78,-34,-70,-67,-50,24,5,N,,0,10,196,1,68,0,73,
Veneto,02/05/2020,6,-74,-28,-61,-69,-52,22,5,N,,0,10,7431,126,1502,23,1078,
Abruzzo,03/05/2020,7,-90,-90,-76,-83,-49,21,5,N,,0,10,1868,32,330,3,316,
Aosta,03/05/2020,7,-94,-81,-85,-82,-55,-,5,N,,0,10,109,6,138,1,76,
Apulia,03/05/2020,7,-87,-72,-72,-80,-47,21,5,N,,0,10,2955,11,424,2,450,
Basilicata,03/05/2020,7,-89,-83,-70,-80,-45,19,5,N,,0,10,194,6,25,0,51,
Calabria,03/05/2020,7,-89,-70,-75,-83,-42,18,5,N,,0,10,702,2,88,0,99,
Campania,03/05/2020,7,-90,-67,-82,-81,-49,21,5,N,,0,10,2726,25,364,2,485,
Emilia-Romagna,03/05/2020,7,-90,-66,-80,-81,-46,22,5,N,,0,10,9045,166,3642,28,2194,
Friuli-Venezia Giulia,03/05/2020,7,-85,-85,-45,-55,-40,19,5,N,,0,10,1087,13,297,2,137,
Italia,03/05/2020,7,-89,-71,-75,-76,-46,21,5,N,,,10,100179,1389,28884,174,18743,
Lazio,03/05/2020,7,-89,-63,-81,-80,-46,21,5,N,,0,10,4385,53,508,11,1441,
Liguria,03/05/2020,7,-82,-61,-63,-64,-40,18,5,N,,0,10,3551,47,1209,14,695,
Lombardy,03/05/2020,7,-92,-66,-82,-82,-50,22,5,N,,0,10,36926,526,14231,42,7141,
Marche,03/05/2020,7,-90,-75,-86,-78,-49,24,5,N,,0,10,3198,21,927,11,443,
Molise,03/05/2020,7,-89,-68,-76,-73,-45,20,5,N,,0,10,181,0,22,1,9,
Piedmont,03/05/2020,7,-91,-69,-79,-77,-44,21,5,N,,0,10,15638,251,3152,26,2665,
Sardinia,03/05/2020,7,-93,-90,-82,-77,-43,20,5,N,,0,10,689,4,119,0,102,
Sicily,03/05/2020,7,-93,-90,-82,-82,-54,22,5,N,,0,10,2203,27,242,2,412,
Trentino-South Tyrol,03/05/2020,7,-82,-81,-56,-58,-49,17,5,N,,0,10,1912,67,710,6,273,
Tuscany,03/05/2020,7,-83,-62,-57,-65,-41,20,5,N,,0,10,5328,38,872,9,625,
Umbria,03/05/2020,7,-91,-80,-78,-72,-43,22,5,N,,0,10,183,0,68,0,71,
Veneto,03/05/2020,7,-86,-89,-63,-71,-43,20,5,N,,0,10,7299,94,1516,14,1058,
Abruzzo,04/05/2020,1,-55,-23,-29,-56,-45,17,5,N,,0,-10,1837,4,332,2,316,
Aosta,04/05/2020,1,-69,-28,-45,-50,-48,18,5,N,,0,-10,110,1,139,1,76,
Apulia,04/05/2020,1,-53,-25,-34,-63,-44,15,5,N,,0,-10,2945,9,429,5,436,
Basilicata,04/05/2020,1,-55,-23,-36,-51,-45,16,5,N,,0,-10,173,0,25,0,53,
Calabria,04/05/2020,1,-58,-27,-27,-60,-46,16,5,N,,0,-10,674,4,88,0,97,
Campania,04/05/2020,1,-59,-25,-44,-57,-46,17,5,N,,0,-10,2711,14,366,2,462,
Emilia-Romagna,04/05/2020,1,-57,-25,-13,-53,-40,18,5,N,,0,-10,8984,159,3666,24,2167,
Friuli-Venezia Giulia,04/05/2020,1,-56,-19,-8,-46,-39,17,5,N,,0,-10,1050,4,299,2,134,
Italia,04/05/2020,1,-58,-25,-30,-57,-45,18,5,N,,,-10,99980,1221,29079,195,18302,
Lazio,04/05/2020,1,-60,-25,-45,-64,-53,21,5,N,,0,-10,4385,38,524,16,1430,
Liguria,04/05/2020,1,-54,-23,-28,-51,-46,18,5,N,,0,-10,3508,53,1221,12,678,
Lombardy,04/05/2020,1,-64,-31,-20,-65,-49,21,5,N,,0,-10,37307,577,14294,63,6946,
Marche,04/05/2020,1,-55,-30,-25,-44,-44,19,5,N,,0,-10,3206,44,932,5,433,
Molise,04/05/2020,1,-53,-29,-33,-45,-44,16,5,N,,0,-10,178,0,22,0,10,
Piedmont,04/05/2020,1,-61,-28,-15,-58,-46,19,5,N,,0,-10,15562,192,3186,34,2552,
Sardinia,04/05/2020,1,-60,-27,-15,-50,-43,14,5,N,,0,-10,653,-2,119,0,100,
Sicily,04/05/2020,1,-56,-25,-38,-58,-46,15,5,N,,0,-10,2202,15,244,2,403,
Trentino-South Tyrol,04/05/2020,1,-62,-28,-54,-52,-45,17,5,N,,0,-10,1801,16,714,4,265,
Tuscany,04/05/2020,1,-57,-25,-29,-52,-43,18,5,N,,0,-10,5279,38,881,9,619,
Umbria,04/05/2020,1,-56,-28,-22,-39,-39,17,5,N,,0,-10,181,0,70,2,69,
Veneto,04/05/2020,1,-57,-19,-31,-57,-39,16,5,N,,0,-10,7234,55,1528,12,1056,
Abruzzo,05/05/2020,2,-57,-27,-21,-54,-46,18,5,N,,0,-10,1809,25,335,3,300,
Aosta,05/05/2020,2,-71,-29,-47,-51,-49,20,5,N,,0,-10,110,0,139,0,59,
Apulia,05/05/2020,2,-55,-26,-25,-61,-45,16,5,N,,0,-10,2939,17,433,4,423,
Basilicata,05/05/2020,2,-57,-27,-24,-51,-47,17,5,N,,0,-10,177,10,25,0,53,
Calabria,05/05/2020,2,-60,-29,-27,-57,-47,16,5,N,,0,-10,650,1,88,0,96,
Campania,05/05/2020,2,-59,-24,-40,-56,-48,18,5,N,,0,-10,2530,20,369,3,433,
Emilia-Romagna,05/05/2020,2,-60,-26,-19,-54,-42,20,5,N,,0,-10,8681,100,3705,39,2108,
Friuli-Venezia Giulia,05/05/2020,2,-59,-21,-18,-47,-40,19,5,N,,0,-10,984,9,303,4,124,
Italia,05/05/2020,2,-60,-27,-31,-58,-46,19,5,N,,,-10,98467,1075,29315,236,17697,
Lazio,05/05/2020,2,-61,-26,-46,-65,-54,23,5,N,,0,-10,4370,67,534,10,1406,
Liguria,05/05/2020,2,-59,-26,-42,-56,-47,21,5,N,,0,-10,3427,63,1232,11,651,
Lombardy,05/05/2020,2,-65,-31,-17,-66,-49,23,5,N,,0,-10,37092,500,14389,95,6710,
Marche,05/05/2020,2,-58,-29,-26,-46,-43,19,5,N,,0,-10,3219,29,936,4,429,
Molise,05/05/2020,2,-54,-31,-31,-44,-44,16,5,N,,0,-10,177,0,22,0,10,
Piedmont,05/05/2020,2,-62,-29,-17,-58,-47,21,5,N,,0,-10,15323,152,3216,30,2462,
Sardinia,05/05/2020,2,-62,-28,-10,-51,-44,15,5,N,,0,-10,642,1,119,0,103,
Sicily,05/05/2020,2,-58,-28,-31,-57,-47,16,5,N,,0,-10,2202,12,247,3,393,
Trentino-South Tyrol,05/05/2020,2,-64,-28,-54,-52,-45,19,5,N,,0,-10,1653,4,719,5,251,
Tuscany,05/05/2020,2,-60,-27,-32,-53,-44,20,5,N,,0,-10,5190,30,889,8,595,
Umbria,05/05/2020,2,-59,-29,-27,-40,-41,18,5,N,,0,-10,176,6,70,0,67,
Veneto,05/05/2020,2,-58,-21,-31,-56,-39,18,5,N,,0,-10,7116,29,1545,17,1024,
Abruzzo,06/05/2020,3,-61,-29,-47,-60,-46,19,5,N,,0,-10,1791,22,341,6,296,
Aosta,06/05/2020,3,-72,-31,-45,-50,-48,19,5,N,,0,-10,127,3,139,0,53,
Apulia,06/05/2020,3,-57,-26,-38,-63,-45,17,5,N,,0,-10,2903,26,438,5,401,
Basilicata,06/05/2020,3,-58,-26,-34,-48,-45,17,5,N,,0,-10,172,3,25,0,50,
Calabria,06/05/2020,3,-61,-28,-30,-58,-47,17,5,N,,0,-10,644,3,89,1,90,
Campania,06/05/2020,3,-59,-24,-40,-55,-47,18,5,N,,0,-10,2340,14,376,7,458,
Emilia-Romagna,06/05/2020,3,-61,-26,-31,-56,-42,21,5,N,,0,-10,8391,104,3737,32,1992,
Friuli-Venezia Giulia,06/05/2020,3,-60,-23,-24,-49,-39,19,5,N,,0,-10,962,9,306,3,118,
Italia,06/05/2020,3,-61,-28,-32,-58,-46,20,5,N,,,-10,91528,1444,29684,369,17102,
Lazio,06/05/2020,3,-62,-26,-43,-65,-53,23,5,N,,0,-10,4433,81,538,4,1442,
Liguria,06/05/2020,3,-57,-23,-32,-51,-46,20,5,N,,0,-10,3306,76,1243,11,607,
Lombardy,06/05/2020,3,-66,-32,-24,-66,-48,23,5,N,,0,-10,31753,764,14611,222,6559,
Marche,06/05/2020,3,-61,-30,-47,-49,-43,21,5,N,,0,-10,3236,29,943,7,395,
Molise,06/05/2020,3,-57,-31,-48,-50,-45,18,5,N,,0,-10,179,3,22,0,9,
Piedmont,06/05/2020,3,-63,-30,-19,-58,-46,21,5,N,,0,-10,14858,165,3247,31,2297,
Sardinia,06/05/2020,3,-62,-29,-9,-49,-43,15,5,N,,0,-10,623,1,119,0,102,
Sicily,06/05/2020,3,-57,-27,-33,-58,-47,16,5,N,,0,-10,2201,14,250,3,384,
Trentino-South Tyrol,06/05/2020,3,-64,-30,-52,-52,-44,18,5,N,,0,-10,1561,20,723,4,239,
Tuscany,06/05/2020,3,-61,-28,-34,-53,-43,20,5,N,,0,-10,5088,26,899,10,554,
Umbria,06/05/2020,3,-59,-30,-29,-40,-41,19,5,N,,0,-10,171,4,70,0,64,
Veneto,06/05/2020,3,-60,-23,-37,-57,-39,18,5,N,,0,-10,6789,77,1568,23,992,
Abruzzo,07/05/2020,4,-57,-27,-23,-54,-45,18,5,N,,0,-10,1770,25,348,7,275,
Aosta,07/05/2020,4,-70,-32,-45,-52,-49,20,5,N,,0,-10,130,4,139,0,51,
Apulia,07/05/2020,4,-56,-25,-41,-62,-44,17,5,N,,0,-10,2800,49,441,3,390,
Basilicata,07/05/2020,4,-57,-23,-31,-51,-45,17,5,N,,0,-10,155,-16,26,1,50,
Calabria,07/05/2020,4,-59,-27,-33,-59,-47,17,5,N,,0,-10,633,3,89,0,83,
Campania,07/05/2020,4,-59,-23,-42,-57,-47,19,5,N,,0,-10,2139,9,379,3,442,
