region,date,week_day,retail and recreation,grocery and pharmacy,parks,transit_stations,workplaces,residential,mese,holidays,daily_vax,tot_vax,news_score,active_cases,new_cases,tot_deaths,new_deaths,tot_hospitalization,color
Italia,07/03/2021,7,-50,-22,-11,-43,-19,10,3,N,103233,5612413,-10,472862,20765,99785,207,23749,
Lazio,07/03/2021,7,-44,-14,-38,-52,-15,8,3,N,14211,571383,-10,37612,1399,6042,13,2191,yellow
Liguria,07/03/2021,7,-36,-15,13,-23,-18,5,3,N,1915,149375,-10,5873,384,3687,6,568,yellow
Lombardy,07/03/2021,7,-60,-27,-6,-51,-22,13,3,N,12102,861984,-10,82208,4397,28738,33,5631,orange
Marche,07/03/2021,7,-66,-35,-37,-50,-27,16,3,N,5183,140207,-10,10478,852,2334,16,714,orange
Molise,07/03/2021,7,-75,-48,-61,-62,-38,17,3,N,1136,29765,-10,1676,67,378,5,113,red
Piedmont,07/03/2021,7,-61,-30,-21,-48,-21,11,3,N,11956,491524,-10,22305,1543,9495,9,2518,orange
Sardinia,07/03/2021,7,-28,-12,5,-34,-11,4,3,N,1663,113056,-10,12686,95,1183,0,212,white
Sicily,07/03/2021,7,-41,-26,3,-33,-19,6,3,N,9272,434276,-10,16720,576,4235,12,780,yellow
Trentino-South Tyrol,07/03/2021,7,-72,-39,-36,-39,-37,12,3,N,475,132154,-10,9524,457,2281,5,465,orange
Tuscany,07/03/2021,7,-55,-24,-11,-47,-20,11,3,N,5658,384030,-10,21413,1355,4794,10,1308,orange
Umbria,07/03/2021,7,-67,-39,-46,-41,-22,13,3,N,850,73431,-10,7279,242,1100,5,503,orange
Veneto,07/03/2021,7,-33,-24,24,-31,-14,5,3,N,4494,415268,-10,29068,1229,9968,15,1049,yellow
Abruzzo,08/03/2021,1,-39,-11,-45,-43,-32,13,3,N,5154,114463,-10,13444,273,1813,12,749,orange
Aosta,08/03/2021,1,-35,1,-9,-37,-21,7,3,N,488,15000,-10,201,30,417,0,11,yellow
Apulia,08/03/2021,1,-23,0,-6,-43,-25,8,3,N,15046,384267,-10,35207,594,4122,25,1516,yellow
Basilicata,08/03/2021,1,-47,-11,-30,-57,-33,13,3,N,1501,56093,-10,3678,28,380,1,124,red
Calabria,08/03/2021,1,-21,2,13,-25,-31,8,3,N,5527,147619,-10,6621,89,706,1,253,yellow
Campania,08/03/2021,1,-49,-12,-46,-54,-36,15,3,N,14699,506788,-10,89907,1644,4505,41,1573,red
Emilia-Romagna,08/03/2021,1,-42,-5,-16,-50,-24,13,3,N,12238,505749,-10,57018,2987,10827,50,3246,orange
Friuli-Venezia Giulia,08/03/2021,1,-39,-2,17,-29,-24,11,3,N,4190,144824,-10,12037,415,2929,19,515,orange
Italia,08/03/2021,1,-35,-4,-15,-44,-27,11,3,N,182243,5794656,-10,472533,13902,100103,318,24531,
Lazio,08/03/2021,1,-33,-8,-51,-51,-30,12,3,N,21029,592412,-10,37926,1175,6064,22,2275,yellow
Liguria,08/03/2021,1,-21,0,20,-28,-24,8,3,N,5640,155015,-10,5949,215,3689,2,577,yellow
Lombardy,08/03/2021,1,-41,-5,-1,-52,-32,14,3,N,29839,891823,-10,80129,2301,28790,52,5797,orange
Marche,08/03/2021,1,-38,-5,-28,-45,-26,12,3,N,6302,146509,-10,10186,349,2338,4,729,orange
Molise,08/03/2021,1,-50,-25,-59,-52,-37,15,3,N,1409,31174,-10,1625,35,379,1,115,red
Piedmont,08/03/2021,1,-36,-4,1,-44,-29,11,3,N,14176,505700,-10,22882,1214,9511,16,2588,orange
Sardinia,08/03/2021,1,-18,6,-3,-27,-17,6,3,N,4648,117704,-10,12658,68,1184,1,214,white
Sicily,08/03/2021,1,-23,0,-18,-34,-21,6,3,N,13530,447806,-10,15399,515,4254,19,789,yellow
Trentino-South Tyrol,08/03/2021,1,-53,-6,-41,-35,-26,11,3,N,2668,134822,-10,9274,171,2289,8,481,orange
Tuscany,08/03/2021,1,-30,2,-2,-38,-20,9,3,N,6743,390773,-10,21923,1000,4816,22,1376,orange
Umbria,08/03/2021,1,-33,-5,-31,-30,-23,11,3,N,3767,77198,-10,6955,42,1110,10,516,orange
Veneto,08/03/2021,1,-37,-5,-5,-42,-19,8,3,N,13649,428917,-10,29514,757,9980,12,1087,orange
Abruzzo,09/03/2021,2,-49,-17,-54,-45,-35,15,3,N,5178,119641,-10,13325,187,1825,12,759,orange
Aosta,09/03/2021,2,-38,-3,-7,-38,-21,8,3,N,206,15206,-10,195,8,417,0,11,yellow
Apulia,09/03/2021,2,-29,-1,-9,-43,-27,9,3,N,13719,397986,-10,35805,1286,4161,39,1532,yellow
Basilicata,09/03/2021,2,-50,-11,-23,-55,-34,14,3,N,1427,57520,-10,3802,182,381,1,128,red
Calabria,09/03/2021,2,-27,-1,14,-27,-33,9,3,N,6670,154289,-10,6606,149,709,3,266,yellow
Campania,09/03/2021,2,-56,-20,-56,-57,-39,16,3,N,14147,520935,-10,91233,2709,4550,45,1588,red
Emilia-Romagna,09/03/2021,2,-46,-7,-18,-50,-27,15,3,N,14827,520576,-10,58396,2429,10871,44,3351,orange
Friuli-Venezia Giulia,09/03/2021,2,-40,-2,11,-26,-24,12,3,N,4070,148894,-10,12210,598,2943,14,538,orange
Italia,09/03/2021,2,-38,-5,-16,-43,-28,12,3,N,196110,5990766,-10,478883,19749,100479,376,25149,
Lazio,09/03/2021,2,-33,-5,-45,-48,-30,13,3,N,22122,614534,-10,38577,1431,6092,28,2310,yellow
Liguria,09/03/2021,2,-25,0,21,-27,-25,8,3,N,5946,160961,-10,5930,248,3698,9,583,yellow
Lombardy,09/03/2021,2,-42,-6,7,-50,-32,15,3,N,33282,925105,-10,82343,4084,28853,63,6027,orange
